Sample #,Relative Time[s],Flow [ml/min]
1064,1.0407,0.032
1065,1.0417,0.01
1066,1.0427,0.02
1067,1.0436,0.01
1068,1.0446,-0.014
1069,1.0456,-0.024
1070,1.0466,-0.012
1071,1.0476,-0.036
1072,1.0485,-0.048
1073,1.0495,-0.024
1074,1.0505,-0.036
1075,1.0515,-0.048
1076,1.0524,-0.048
1077,1.0534,-0.024
1078,1.0544,-0.012
1079,1.0554,-0.002
1080,1.0563,-0.002
1081,1.0573,0.02
1082,1.0583,0.03
1083,1.0593,0.032
1084,1.0602,0.02
1085,1.0612,0.042
1086,1.0622,0.042
1087,1.0632,0.042
1088,1.0641,0.032
1089,1.0651,0.03
1090,1.0661,0.02
1091,1.0672,0.02
1092,1.0682,0.02
1093,1.0693,0.02
1094,1.0703,-0.002
1095,1.0714,0.01
1096,1.0724,-0.002
1097,1.0735,-0.024
1098,1.0746,0.01
1099,1.0756,-0.014
1100,1.0767,-0.012
1101,1.0777,-0.012
1102,1.0788,-0.012
1103,1.0798,-0.002
1104,1.0809,-0.024
1105,1.0819,-0.002
1106,1.083,-0.002
1107,1.0841,0.01
1108,1.0851,-0.002
1109,1.0862,-0.024
1110,1.0872,-0.024
1111,1.0883,-0.024
1112,1.0893,-0.002
1113,1.0904,0.01
1114,1.0915,0.01
1115,1.0925,0.01
1116,1.0936,0.01
1117,1.0946,0.01
1118,1.0957,0.01
1119,1.0967,0.02
1120,1.0978,0.032
1121,1.0988,0.01
1122,1.0999,0.02
1123,1.101,0.01
1124,1.102,0.01
1125,1.1031,0.02
1126,1.1041,0.01
1127,1.1052,0.02
1128,1.1062,0.02
1129,1.1073,-0.002
1130,1.1083,0.01
1131,1.1094,0.01
1132,1.1105,-0.002
1133,1.1115,-0.002
1134,1.1126,0.01
1135,1.1136,-0.002
1136,1.1147,-0.002
1137,1.1157,-0.002
1138,1.1168,-0.012
1139,1.1179,-0.012
1140,1.1189,-0.024
1141,1.12,-0.048
1142,1.121,-0.012
1143,1.1221,-0.024
1144,1.1231,-0.012
1145,1.1242,-0.002
1146,1.1252,-0.002
1147,1.1263,0.01
1148,1.1274,-0.002
1149,1.1284,-0.002
1150,1.1295,0.01
1151,1.1305,0.032
1152,1.1316,0.032
1153,1.1326,0.042
1154,1.1337,0.042
1155,1.1346,0.042
1156,1.1354,0.032
1157,1.1363,0.032
1158,1.1371,0.02
1159,1.138,0.02
1160,1.1389,0.01
1161,1.1397,-0.002
1162,1.1406,-0.002
1163,1.1414,0.01
1164,1.1423,-0.014
1165,1.1431,-0.024
1166,1.144,-0.036
1167,1.1449,-0.012
1168,1.1457,-0.024
1169,1.1466,-0.07
1170,1.1474,-0.024
1171,1.1483,-0.048
1172,1.1491,-0.024
1173,1.15,-0.024
1174,1.1509,-0.012
1175,1.1517,-0.012
1176,1.1526,-0.002
1177,1.1534,-0.002
1178,1.1543,0.02
1179,1.1552,0.01
1180,1.156,0.032
1181,1.1569,0.052
1182,1.1577,0.052
1183,1.1586,0.042
1184,1.1594,0.054
1185,1.1603,0.052
1186,1.1612,0.02
1187,1.162,0.032
1188,1.1629,0.01
1189,1.1637,0.02
1190,1.1646,-0.002
1191,1.1655,-0.002
1192,1.1663,-0.014
1193,1.1672,-0.024
1194,1.168,-0.036
1195,1.1689,-0.036
1196,1.1697,-0.024
1197,1.1706,-0.024
1198,1.1715,-0.036
1199,1.1723,-0.014
1200,1.1732,-0.024
1201,1.174,-0.012
1202,1.1749,-0.012
