Sample #,Relative Time[s],Flow [ml/min]
375,0.3736,-0.002
376,0.3745,-0.012
377,0.3754,-0.024
378,0.3763,0.01
379,0.3772,-0.002
380,0.3781,0.01
381,0.379,-0.036
382,0.3799,0.02
383,0.3808,-0.002
384,0.3818,-0.012
385,0.3827,0.01
386,0.3836,0.01
387,0.3845,-0.002
388,0.3854,0.01
389,0.3863,0.01
390,0.3872,0.01
391,0.3881,0.01
392,0.389,-0.002
393,0.39,-0.002
394,0.3909,0.01
395,0.3918,-0.002
396,0.3927,0.01
397,0.3936,-0.012
398,0.3945,-0.014
399,0.3954,-0.002
400,0.3963,0.01
401,0.3972,-0.002
402,0.3981,-0.002
403,0.3991,-0.002
404,0.4,0.01
405,0.4009,0.02
406,0.4018,0.01
407,0.4027,0.01
408,0.4036,-0.002
409,0.4045,-0.002
410,0.4054,-0.024
411,0.4063,0.02
412,0.4074,-0.012
413,0.4085,-0.002
414,0.4096,-0.012
415,0.4107,-0.012
416,0.4118,0.01
417,0.4128,-0.012
418,0.4139,-0.002
419,0.415,0.02
420,0.4161,-0.002
421,0.4172,0.01
422,0.4182,0.01
423,0.4193,-0.002
424,0.4204,-0.002
425,0.4215,0.01
426,0.4226,0.01
427,0.4236,-0.048
428,0.4247,-0.002
429,0.4258,-0.024
430,0.4269,0.01
431,0.428,0.01
432,0.429,-0.002
433,0.4301,0.02
434,0.4312,-0.014
435,0.4323,-0.002
436,0.4334,-0.002
437,0.4344,0.02
438,0.4355,-0.012
439,0.4366,-0.002
440,0.4377,-0.002
441,0.4388,-0.002
442,0.4398,-0.002
443,0.4409,0.01
444,0.442,-0.002
445,0.4431,0.01
446,0.4442,0.01
447,0.4452,-0.012
448,0.4463,-0.002
449,0.4474,-0.002
450,0.4485,-0.002
451,0.4496,-0.002
452,0.4506,0.01
453,0.4517,-0.002
454,0.4528,-0.012
455,0.4539,-0.002
456,0.455,0.02
457,0.456,0.02
458,0.4571,0.01
459,0.4582,0.01
460,0.4593,0.01
461,0.4604,0.01
462,0.4614,-0.002
463,0.4625,0.01
464,0.4636,0.01
465,0.4647,-0.014
466,0.4658,-0.014
467,0.4668,0.02
468,0.4679,0.01
469,0.469,-0.002
470,0.4701,-0.012
471,0.4709,-0.012
472,0.4718,-0.002
473,0.4726,0.02
474,0.4735,-0.024
475,0.4744,0.01
476,0.4752,-0.014
477,0.4761,-0.012
478,0.4769,-0.024
479,0.4778,-0.002
480,0.4786,-0.002
481,0.4795,-0.012
482,0.4804,0.01
483,0.4812,-0.002
484,0.4821,-0.014
485,0.4829,-0.002
486,0.4838,0.01
487,0.4846,-0.002
488,0.4855,-0.002
489,0.4863,0.01
490,0.4872,-0.002
491,0.4881,-0.002
492,0.4889,0.02
493,0.4898,0.02
494,0.4906,0.01
495,0.4915,-0.002
496,0.4923,0.042
497,0.4932,-0.012
498,0.4941,0.02
499,0.4949,-0.002
500,0.4958,0.02
501,0.4966,-0.014
502,0.4975,-0.002
503,0.4983,-0.002
504,0.4992,0.02
505,0.5001,0.01
506,0.5009,-0.002
507,0.5018,-0.002
508,0.5026,-0.002
509,0.5035,-0.002
510,0.5043,0.01
511,0.5052,-0.002
512,0.506,-0.002
513,0.5069,0.01
514,0.5078,-0.002
515,0.5086,-0.014
516,0.5095,-0.002
517,0.5103,-0.002
518,0.5112,-0.002
519,0.512,0.01
520,0.5129,0.02
521,0.5139,0.02
522,0.515,0.01
523,0.516,0.01
524,0.517,-0.002
525,0.5181,-0.002
526,0.5191,-0.024
527,0.5201,0.01
528,0.5212,-0.002
529,0.5222,0.01
530,0.5233,-0.002
531,0.5243,0.01
532,0.5253,0.02
533,0.5264,0.02
